               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 118,            0.024094,             0.01024,           0.0023004,             0.95391,             0.95639,             0.98756,             0.77143,            0.022011,             0.00565,           0.0010248,            0.006139,            0.006139,            0.006139
                 119,            0.024836,            0.011452,           0.0021749,             0.96608,               0.937,             0.98837,             0.79756,            0.021147,           0.0054867,           0.0010415,            0.006106,            0.006106,            0.006106
                 120,            0.026575,            0.009622,           0.0022525,             0.94998,             0.93437,             0.98504,             0.78387,            0.019614,           0.0053604,            0.001057,            0.006073,            0.006073,            0.006073
                 121,            0.024941,            0.010056,           0.0024783,             0.96605,             0.95139,             0.98797,             0.76422,            0.019451,            0.005456,           0.0010825,             0.00604,             0.00604,             0.00604
                 122,            0.024604,              0.0112,           0.0023739,             0.96763,             0.95065,             0.98865,             0.75494,            0.019608,           0.0054902,           0.0011021,            0.006007,            0.006007,            0.006007
                 123,            0.023257,           0.0094917,           0.0025954,              0.9485,             0.95091,             0.99199,             0.76703,            0.020984,           0.0056566,           0.0011066,            0.005974,            0.005974,            0.005974
                 124,            0.024941,            0.010897,           0.0025449,             0.94554,             0.94237,              0.9894,             0.76185,            0.018673,           0.0054436,           0.0011093,            0.005941,            0.005941,            0.005941
                 125,            0.023297,            0.010064,            0.002418,             0.91916,              0.9472,             0.98036,             0.71933,            0.019018,           0.0053633,           0.0010386,            0.005908,            0.005908,            0.005908
                 126,            0.023989,           0.0093146,           0.0022196,             0.97093,             0.94383,             0.99317,             0.77697,            0.020081,           0.0053982,          0.00099826,            0.005875,            0.005875,            0.005875
                 127,            0.023472,            0.010197,           0.0022631,             0.94715,             0.95067,             0.97556,             0.77539,            0.020098,            0.005409,          0.00097471,            0.005842,            0.005842,            0.005842
                 128,            0.024312,           0.0092962,           0.0028407,             0.94354,              0.9528,             0.97955,             0.75471,            0.019558,           0.0052576,          0.00097485,            0.005809,            0.005809,            0.005809
                 129,            0.023801,            0.010911,           0.0022761,             0.96683,             0.94988,             0.99127,             0.77643,            0.018931,            0.005127,          0.00097185,            0.005776,            0.005776,            0.005776
                 130,            0.022906,            0.010423,           0.0022621,              0.9421,             0.94869,             0.98453,             0.76801,            0.019735,            0.005193,          0.00097476,            0.005743,            0.005743,            0.005743
                 131,            0.023047,           0.0095754,           0.0022722,             0.96282,             0.95925,             0.99298,              0.7951,            0.019153,           0.0051415,          0.00097895,             0.00571,             0.00571,             0.00571
                 132,            0.023863,           0.0086113,           0.0022888,               0.967,             0.95161,             0.99099,             0.80366,            0.017283,           0.0050316,           0.0010048,            0.005677,            0.005677,            0.005677
                 133,            0.021849,           0.0095498,           0.0020366,             0.94554,             0.96834,             0.98957,             0.81152,            0.019161,           0.0052971,          0.00098264,            0.005644,            0.005644,            0.005644
                 134,            0.022691,           0.0093729,           0.0020086,             0.96052,              0.9431,             0.98943,             0.80752,            0.018866,           0.0052341,          0.00099161,            0.005611,            0.005611,            0.005611
                 135,            0.022543,            0.011773,            0.002373,             0.94908,             0.96778,             0.99115,             0.78561,            0.019609,           0.0052619,          0.00098768,            0.005578,            0.005578,            0.005578
                 136,            0.025546,            0.010008,           0.0024944,             0.94236,             0.97646,              0.9911,             0.80288,            0.019242,           0.0052745,           0.0010023,            0.005545,            0.005545,            0.005545
                 137,             0.02374,            0.008717,           0.0026125,             0.92631,             0.97806,             0.98081,             0.78614,            0.019008,           0.0052021,          0.00099719,            0.005512,            0.005512,            0.005512
