               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 101,            0.029216,            0.010413,           0.0026976,             0.88558,              0.9578,              0.9788,             0.72756,            0.022095,           0.0060012,           0.0011486,              0.0067,              0.0067,              0.0067
                 102,            0.026886,            0.012105,           0.0023813,             0.93814,             0.94099,             0.98174,             0.75859,            0.022479,           0.0060332,           0.0011087,            0.006667,            0.006667,            0.006667
                 103,            0.028344,            0.013394,           0.0021026,             0.93721,             0.94258,             0.98414,              0.7723,            0.021774,           0.0059574,            0.001154,            0.006634,            0.006634,            0.006634
                 104,            0.028912,            0.011754,           0.0029022,             0.92083,             0.94283,             0.96879,             0.75089,             0.02172,            0.005986,           0.0011862,            0.006601,            0.006601,            0.006601
                 105,            0.028533,            0.013424,           0.0023873,             0.93951,             0.94112,             0.97056,             0.74684,            0.022636,           0.0059838,           0.0012164,            0.006568,            0.006568,            0.006568
                 106,             0.02567,             0.01151,           0.0025656,              0.9677,             0.94309,             0.98447,             0.78026,            0.022148,             0.00599,           0.0012819,            0.006535,            0.006535,            0.006535
                 107,            0.028161,            0.011101,           0.0031747,             0.93977,             0.95164,              0.9777,             0.73794,            0.021653,           0.0058525,           0.0013205,            0.006502,            0.006502,            0.006502
                 108,            0.028025,            0.011921,           0.0026464,             0.96252,             0.95051,             0.98829,             0.77239,             0.02167,           0.0058157,            0.001309,            0.006469,            0.006469,            0.006469
                 109,            0.027087,            0.010442,           0.0025833,             0.94846,             0.95067,             0.98006,             0.79894,            0.021237,           0.0057621,           0.0012704,            0.006436,            0.006436,            0.006436
                 110,            0.028324,            0.012363,           0.0029716,             0.96589,             0.96218,             0.99039,             0.75522,            0.023338,           0.0058365,           0.0011591,            0.006403,            0.006403,            0.006403
                 111,            0.029098,            0.010305,           0.0025367,             0.90032,             0.94826,             0.95953,             0.72354,            0.022515,           0.0057373,           0.0011299,             0.00637,             0.00637,             0.00637
                 112,            0.029547,             0.01028,           0.0023945,             0.92063,             0.95227,             0.96056,             0.76151,            0.020518,           0.0056338,           0.0011568,            0.006337,            0.006337,            0.006337
                 113,            0.024985,            0.010724,           0.0025731,             0.92664,             0.94826,             0.97213,             0.77737,            0.021941,           0.0057473,           0.0011395,            0.006304,            0.006304,            0.006304
